,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1521393348321619969,R. D.,530,"The problem with Spiderman swinging from one point to another, I hate it when I walk through one of his leftover spider webs.   #Billboard #Billboards #Ad #Advertising #Advertisement #Spiderman #Popculture #Popularculture https://t.co/IWFi2oMLoo",2022-05-03 07:36:55,0,0
1,1521392239167123457,Ciappy DJ,381,"The Jaze’s Knights - Just another minute
#wearesoul #soul #neosoul #rnb #soulful #motown #funk #funkysoul #outnow #beatfire #billboard #dancers #randb #soulmusiclovers #blackmusic #newmusic #soulmusic #music #hiphop #rnbmusic #singer

Listen/Buy CD/Vinyl
 https://t.co/wqdgjOxx1M https://t.co/w8EuXzE7Nh",2022-05-03 07:32:30,0,0
2,1521388017830621184,ブラッケン,1292,#billboard #横浜 #TetsuyaKomuro #小室哲哉 #TetsuyaKomuroSTUDIO パワーサラダ🥗😋 https://t.co/Y2NVmBLUSW,2022-05-03 07:15:44,22,0
3,1521386163524685825,ブラッケン,1292,#billboard #横浜 #TetsuyaKomuro #小室哲哉 #TetsuyaKomuroSTUDIO 着席✨3 https://t.co/W4Iafd2KJt,2022-05-03 07:08:22,17,0
4,1521379456975314946,Francesca Mercury,248,"Spinto da un video memorabile in cui canta con una band formata da fotomodelle, il #3Maggio del 1986 ""Addicted To Love"" di #RobertPalmer arriva al primo posto della #Billboard  Hot 100

 #almanaccomercury https://t.co/IEBsHDf4BD",2022-05-03 06:41:43,0,0
5,1521377932236804097,Manin De Polignan 🇺🇸🇲🇫,8331,"#Music it's Now: Pharrell Williams 
 Lost Queen | https://t.co/9D7azICPCN #Billboard https://t.co/7y49sW2GLT    #TheVoice #Quote",2022-05-03 06:35:39,1,0
6,1521377319734054918,ブラッケン,1292,#billboard #横浜 #TetsuyaKomuro #小室哲哉 #TetsuyaKomuroSTUDIO ただいまゲワイ❗️ https://t.co/0Z3obHdAEj,2022-05-03 06:33:13,21,0
7,1521375705614876672,❤︎miyu❤︎,52,"オトナの夜🌃...🤭
 #DEEPSQUAD 
 #DEEPKEISEI
 #Billboard https://t.co/FBrBbnz4cS",2022-05-03 06:26:48,2,0
8,1521374305556254720,onthisdayinpop,3543,"Happy 35th! Talent, persistence &amp; a chorus that wouldn't quit meant that in the #Billboard issue dated 3-9thMay1987, @DebbieGibson got her #Hot100 chart debut w/ #OnlyInMyDreams. The little song that could climbed for a further 17 weeks, peaking at no.4!
https://t.co/8BR0U8bBXK",2022-05-03 06:21:14,1,0
9,1521370326138990592,Ahitagni Mandal,351,Party like its 1987 this is @billboard 1987 chat topper #music #dj #Billboard #tracklist #Billboardhot100 https://t.co/0WlJLWZjEG,2022-05-03 06:05:26,0,0
10,1521360768201277440,Lotus Media,656,"May this Eid brings never-ending happiness to you.

#eidmubarak #eid2022 #Eid #targetaudience #weareheretohelp #ooh #otherservices #lotusmedia #bihar #advertisingagency #advertising #marketing #unipole #billboard #patna https://t.co/0LqiZiDRqs",2022-05-03 05:27:27,0,0
11,1521346522943832065,R. D.,530,"Another McDonald's billboard with an upbeat message. All your problems will end, if you just walk into the door of your local McDonald's (ex  #McDonald's #Billboard #Sign #Billboards #Popculture #Popularculture #HappyMeal https://t.co/B54LmZRzph",2022-05-03 04:30:50,0,0
12,1521333778785918981,Manin De Polignan 🇺🇸🇲🇫,8331,"#Music it's Now: Raphaël 
 L'Apiculteur https://t.co/6p52AaqGjQ #Billboard #LastFM #Spotify https://t.co/4hhZbIYIy6 #TheVoice #Quote",2022-05-03 03:40:12,2,0
13,1521324870230966272,まりりん,73,"#JO1
5/23-ന് റിലീസ് ചെയ്തു
""ViVi ജൂലൈ ലക്കം""
# JO1 പ്രത്യേക പതിപ്പിന്റെയും പ്രത്യേക പതിപ്പിന്റെയും പുറംചട്ടയിലാണ് ✨

നിങ്ങൾക്കത് വേണമെങ്കിൽ, നേരത്തെ റിസർവേഷൻ ചെയ്യാൻ ഞങ്ങൾ ശുപാർശ ചെയ്യുന്നു ✨
ഞാൻ അതിനായി കാത്തിരിക്കുകയാണ് ~ 😁😁

#JAM #Billboard #GRAMMY #MAMA #MTV #Mnet #KPOP https://t.co/Ptrt67BaV2",2022-05-03 03:04:48,0,0
14,1521324419422900224,まりりん,73,"#JO1
5/23発売
「ViVi 7月号」
増刊＆特別版は #JO1 が表紙✨

欲しい方は、早めの予約オススメします✨
楽しみですねぇ〜😁😁

#JAM #Billboard #GRAMMY #MAMA #MTV #Mnet #KPOP #KCON #JPOP #WORLD #エンタメ #SBS #tvN #KBS #MBC #ABC #GMA #America #Japan #Korea #China #Taiwan #Africa #Dubai https://t.co/bZNYESSjYS",2022-05-03 03:03:01,0,0
15,1521324322610204672,UrbanGloryMusicAssoc,928,Did you know that #Billboard looks at your social media presence? Learn how they track it! Join UGMA https://t.co/89EJHnu0mg #musicandarts,2022-05-03 03:02:38,0,0
16,1521323152889974785,Lee Alverson,68,Hit song #songwriter #hits #classic #music #musician #somgwriting #musicians #hits #billboard #charts https://t.co/LBEd1EiO6A,2022-05-03 02:57:59,3,0
17,1521321550271590403,まりりん,73,"#JO1
『2021 JO1 LIVE “OPEN THE DOOR”』
Id-distribuzzjoni &lt;Esklussiva&gt; bdiet fuq Prime Video!

Tista' tara l-ewwel Udjenza Live ta' JO1 f'Makuhari Messe🎶

https://t.co/eo2tzYeUac

#JAM #Billboard #GRAMMY #MAMA #Mnet #MTV #KPOP #KCON #JPOP #WORLD #エンタメ #SBS #tvN #KBS #MBC #ABC https://t.co/obTZetX4yg",2022-05-03 02:51:37,1,0
18,1521320944211349504,まりりん,73,"#JO1
『2021 JO1 LIVE “OPEN THE DOOR”』
プライムビデオで＜独占＞配信開始！

#幕張メッセ で開催された、JO1 初の #有観客ライブ が観れます🎶

https://t.co/eo2tzYeUac

#JAM #Billboard #GRAMMY #MAMA #Mnet #MTV #KPOP #KCON #JPOP #WORLD #エンタメ #SBS #tvN #KBS #MBC #ABC #GMA #America https://t.co/4PnDeBvxo3",2022-05-03 02:49:12,0,0
19,1521320834178056192,まぁく・J・パンサー@銭湯員@マクミン@Y団!!!!,353,"横浜ビルボードでTKの音を直に浴びてきました🚿

5メートル先に生小室さんが…
至福の時でした😭😭😭

#小室哲哉
#billboard https://t.co/7u42Hj0J35",2022-05-03 02:48:46,13,0
20,1521320292437479424,Jon Scudder,36,"This week's Glacier Rock Show will feature the new LP “Fear of the Dawn” by Jack White.  The show will air on the Pacifica Network &amp; in Alaska on KEUL 88.9, Girdwood, on Sat, May 7, 8 pm &amp; Sun, May 8, 11 am. #Billboard #NACC #rockmusic #JackWhite #fm #AlyeskaResort https://t.co/XLxC0M3EiN",2022-05-03 02:46:37,0,0
