,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1522262180401496065,BIZwebradio PLAYLIST,559,"[14:09] Imagine Dragons, JID, Arcane &amp; League of Legends - Enemy #nowplaying @BIZwebradio https://t.co/dNCmG0FZNI",2022-05-05 17:09:20,0,0
1,1522262177234800641,Broken Neck Radio,25421,#NowPlaying My Night Sky.mp3 by DEVILDRIVER,2022-05-05 17:09:19,0,0
2,1522262173363458049,OSN Radio Now!,564,Now playing on OSN Radio (@osnradio) Get On The Floor by DJ Pierre #OSN #NowPlaying (https://t.co/sqSi21pNZ1),2022-05-05 17:09:19,0,0
3,1522262172935634944,Cowboy's Juke Joint,2680,#NowPlaying : Pump It Up by @tonguetiedtwin - Listen Online at: https://t.co/gGtitroi0i,2022-05-05 17:09:18,0,0
4,1522262170301386752,NiaRadioNetwork.com,13292,#NowPlaying Available Now In All Digital Outlets!  https://t.co/yfUUr9sQMM by Belgium Artist Uniekgrace Has A New Single Named SO GOOD on #WNIAGospelRadio #Uniekgrace #ShoggzPR #ListenLive https://t.co/rq3bHn2JfF | WE ARE ON THE TUNEIN APP! https://t.co/E8Wx44Z5TW,2022-05-05 17:09:18,0,0
5,1522262168997179392,asia DREAM playlists,523,#NowPlaying Left Alone by Saori Yano on Jazz Sakura https://t.co/FFYReTh9JT #jazz https://t.co/zRLmPYJkZa,2022-05-05 17:09:18,0,0
6,1522262166556094464,Prima Radio Surabaya,2757,#nowplaying Termiskin Di Dunia - Trisna Levia | join via stream klik --&gt; https://t.co/RLqVbkQ1fz https://t.co/6hzBela45d,2022-05-05 17:09:17,0,0
7,1522262161912967168,The pretty BBC Radio 3 🎶 #NowPlaying Bot,243,"🔊 #NowPlaying on #BBCRadio3's #InTune 🕊️ 

Philip Glass, Gidon Kremer &amp; Kremerata Baltica:
  🎵 Violin Concerto no.2 'The American Four Seasons' (4th mvt)

#PhilipGlass #GidonKremer #KremerataBaltica 

https://t.co/lfNZQgKGz1",2022-05-05 17:09:16,0,0
8,1522262153780252672,Rhythm 86,759,#NowPlaying @OliverHeldens - Deja Vu #ListenLive https://t.co/G0mrrq6oFm #bayarea #onlineradio #DanceRadio #house #freestyle #edm #edmradio #housemusicpromoters https://t.co/AWLYiP9Y9i,2022-05-05 17:09:14,0,0
9,1522262152991723520,Music City Digital Media Network©,18525,#NowPlaying When I'm Gone by Black Ink River Listen online https://t.co/DpsMIpcMjD https://t.co/iEvLMngcS5,2022-05-05 17:09:14,0,0
10,1522262151754301442,J.A.M. 66 RADIO,2689,#NowPlaying I Sang Dixie By @DwightYoakam #Listen on https://t.co/q5bQfwDPsa Stream https://t.co/SWuYJJEk9g  #rock #BluesMusic #bluesrock #blues #folk #music #rockmusic #Tunein #classicrock https://t.co/1ZMDPRntsG,2022-05-05 17:09:13,0,0
11,1522262148004593666,@reale.pr/recoveryradio,1308,#NowPlaying Together Again by Janet Jacksonhttp://listen.samcloud.com/w/125480/Live-Radio-Recovery-https://listen.samcloud.com/w/124746/Recovery-Radio-,2022-05-05 17:09:13,0,0
12,1522262147669143552,Just Radio,75,#Nowplaying on #JustRadio Chains by #lower_loveday #JustGreatSongs https://t.co/4mRf7SVyAD,2022-05-05 17:09:12,0,0
13,1522262139846766596,J1 HD Southern California,30,J1 HD: #NowPlaying Reol - Yu-re Izumi (ゆーれいずみー) ~ 2 online listeners ~ also 99.1 HD3 #SoCal #JPOP,2022-05-05 17:09:11,0,0
14,1522262139821506562,Terra Relicta,2891,"Now playing on Terra Relicta radio: Indren - ""Autumn Leaves""! Tune in now.
Tune in here: https://t.co/rbmek5dpX6
Here: https://t.co/PDoB6lt12r
#nowplaying #darkmusic #darkrock #darkwave #darkmetal #blackmetal #postpunk #darkelectro #goth #industrial #radio #TerraRelicta",2022-05-05 17:09:11,0,0
15,1522262135983812608,🇺🇲 🇺🇦 Freedom Rock Radio 🇺🇦 🇺🇲,1743,⇝ #NowPlaying! ⇝ Mötley Crüe - Same Ol' Situation! ⇝ #Listen ⇝ #Live ⇝ #Now!⇝ #ClassicRock ⇝ #HardRock ⇝ #HeavyMetal ⇝ #InternetRadio ⇝ #StreamingLive ⟱ https://t.co/uvtRa7kC3f,2022-05-05 17:09:10,0,0
16,1522262134797012992,もっさん【Miho🌻Channel】,223,"色褪せないJ-POP😌🤗😊

#nowplaying ""Rising Love"" by 中山美穂 via @AWA_official
 https://t.co/vGG1hsjOss",2022-05-05 17:09:09,0,0
17,1522262129679683585,Jordana (She/Her),1606,"#NowPlaying ""Eat Them Apples"" by Suzi Wu on @TIDAL 

 https://t.co/JqQmiYMHo0",2022-05-05 17:09:08,0,0
18,1522262120594915329,Coca-Cola FM Brasil,2059,"#NowPlaying
J Balvin;Ed Sheeran - Sigue
ANDROID https://t.co/q1BZxY4ocm
IOS  https://t.co/isHS2fFrsp
Peça sua música aqui https://t.co/NrJyF726Oh
https://t.co/hKZF1uCKmi",2022-05-05 17:09:06,0,0
19,1522262120494153728,Radio Revolution Panafricaine,61,#NowPlaying Charlotte Mbango - Adou https://t.co/Lxn77gYdFV,2022-05-05 17:09:06,0,0
20,1522262118757810181,Justice Radio,117,#J107fm https://t.co/5rGIzI1AU9 #NowPlaying Marshall McLuhan - Faith https://t.co/0RMueicQfc,2022-05-05 17:09:06,0,0
21,1522262118145433603,Variety Vibes Radio (Greg Williams),199,#NowPlaying RaRa (510 Rafilms) - these street(mix1),2022-05-05 17:09:05,0,0
22,1522262116832583681,MIB RADIO,25,#MibMiziki #NowPlaying #Fat B - Devo https://t.co/qH4ZQSqyEX,2022-05-05 17:09:05,0,0
