,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1520777141318656006,Adlib Records,268,"We know WHO you are!? You're OWN Trademark ™️ &amp; #ChartBully 🎥🆒🎬🔥💯
CAA Base Live Nation Entertainment Billboard  #music #charts #streaming #billboard #fashion #fashionshow #teen #queen #popmusic #popculture #pop #popular https://t.co/FGWKl4Irx0",2022-05-01 14:48:19,0,0
1,1520773353870704640,Ciappy DJ,381,"Neo SOUL 🥃 RnB 2K22
#wearesoul #soul #neosoul #rnb #soulful #motown #funk #funkysoul #outnow #beatfire #billboard #dancers #randb #soulmusiclovers #blackmusic #newmusic #soulmusic #music #hiphop #rnbmusic #singer 

Listen/Save/Submit your music...
 https://t.co/ewe6mUOC5I https://t.co/nTeschZNZk",2022-05-01 14:33:16,0,0
2,1520773194944172032,Gerade_che,139,"Thanks @keungshowUSA @Keungshow_hkfc supporting Hong Kong brightest star #KeungTo 23rd birthday #Billboard @TimesSquareNYC 

We Love You Keung To 
#姜濤 #ギョン・トウ #TimesSquare #birthday #誕生日 https://t.co/C5mrDXZGV6 https://t.co/BNKXRhx83A",2022-05-01 14:32:38,0,0
3,1520771786647945217,Jazz The Ceo / I dream In COLOR!,3550,"#NewMusic #NewMusicAlert  “Hot Hot” by @ObaRowland &amp; @SkubaBaby  🔥

#spotifypodcasts  #spotify #playlist #AppleMusic #billboard #breakingnews #lildurk #42dugg  #420community #CincodeMayo #LatinAMAs #mexico #Mexican #jazztheceo #bigsean #drinkchamps #kendricklamar #AppleMusic https://t.co/nV3mxAD6qD",2022-05-01 14:27:03,1,0
4,1520769173479206913,SïbT₩॰dollaboyzCeO Di🚀k Pet 💅🏼,88,#Ad #Billboard #snapple https://t.co/40k0MSaVk4,2022-05-01 14:16:40,0,0
5,1520768138090008576,CHAPEL THE AGENCY,4460,"Joe Chapel's
#MTV #VH1 #TheGrammys #Billboard #Oscars #TMZ #SpinMagazine #VMAs #Qmagazine #Varietymagazine #XXLmagazine #GRAMMYs
#RollingStonemagazine #Variety  #Voguemagazine #GQ #Sony #ExtraTV #TeenVogue #THEAGENCY #BritishGlamour #AccessHollywood https://t.co/NKs8k1gbTO",2022-05-01 14:12:33,0,0
6,1520767711831379969,SïbT₩॰dollaboyzCeO Di🚀k Pet 💅🏼,88,#Ad #AmEX #billboard #PacSun https://t.co/ui9tdqSlmu,2022-05-01 14:10:51,0,0
7,1520766952800722949,SïbT₩॰dollaboyzCeO Di🚀k Pet 💅🏼,88,#Ad #billboard https://t.co/9HKnYjO1vd,2022-05-01 14:07:50,0,0
8,1520762850238935041,Kazeverカゼーバ,311,#Yaffle #billboard #藤井風 https://t.co/UqZktyZhIG,2022-05-01 13:51:32,0,0
9,1520762658118520833,Kelvin Piazza,48,"✅💯Your favorite work buddy always gets the assignment right. Create a little sparkle everywhere you go. 
#banner #billboard #business https://t.co/MRY7j4y2TY",2022-05-01 13:50:46,1,0
