,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1521845281674784769,MPC Insights,1011,"Blossoms are ready to detonate the U.K. albums chart with Ribbon Around the Bomb (EMI), which leads the midweek tally.

#Blossoms  

Source: #Billboard https://t.co/F0n14AWmnB",2022-05-04 13:32:44,1,0
1,1521840649099948032,Mst Rikta Begum,401,"Hello Everyone!
Are you looking #Rollupbanner or #Billboard 3design? 
See my work here: https://t.co/R0ocR7g2Af
Order here:https://t.co/bLScJFv3Yl
#xbanner #rollupbanner #billboard #pullupbanner #popupbanner #International #FirefightersDay #Pfizer #DailyQuordle100 #Yankees https://t.co/C5Gv2HmQmA",2022-05-04 13:14:19,0,0
2,1521836903334481920,MPC Insights,1011,"WDIA Memphis mainstay Bobby O’Jay passed away of unknown causes on Tuesday (May 3). He was 68.

#BobbyOJay 

Source: #Billboard https://t.co/DFk4Rh64gX",2022-05-04 12:59:26,1,0
3,1521836507295797252,Stay Skz BR | SSBR 😉,1008,"📌|| Hot Trending Songs Powered by Twitter Semana 07/05 📊

#13 @Stray_Kids com #MANIAC_SKZ ⬆️+3

🔄Total de semanas no Chart: 7
✅Pico: #2 

#StrayKids #Billboard #SSBR #STAY https://t.co/NxS5sDRnL8",2022-05-04 12:57:52,3,1
4,1521826028775108609,frcwl,1,@billboard @NICKIMINAJ #MetGala2022 #NickiGala #MetGala #OnikaMaraj #bestdress #billboard https://t.co/rSBnX41VZv,2022-05-04 12:16:14,0,0
5,1521821970022641664,The Drum,230170,"Planning on traveling through NYC's Penn or PATH stations in May? 

Get ready for Manscaped's ""Big groomed energy.""

➡️ https://t.co/ud8Dcm8OT2

#Manscaped #NYC #OOHhAdvertising #Billboard https://t.co/cDHfZTKpQC",2022-05-04 12:00:06,0,0
6,1521818253525663745,Match Ad Location,574,"#Billboard Jl. Embong Malang no. 76A, Surabaya Pusat
-
#matchadvertising #matchadlocation #reklameindonesia #oohadsindonesia #wiklanindonesia #blinkzap #showusid #reklameSurabaya  #advertisingSurabaya #BillboardSurabaya
-
https://t.co/S5GmiplwAp",2022-05-04 11:45:20,0,0
7,1521817251195723776,@ClubDeAmigosDeElvisEnChile,549,"Conoce los éxitos de #Elvis que no llegaron al 1 del #Billboard pero que son clásicos inmortales para todos
#Elvis2022
#Music #Musica #Historia #ElvisPresley
#FelizMiercoles #BuenosDias
#SUSCRIBETE
#DoctorStrange

https://t.co/ChdK4tfqUt",2022-05-04 11:41:21,0,2
8,1521816223285059584,10velyshome,1,"Check out Ten’s new song “Birthday”
#HotTrendingSongs #video #mv #newmusic #applemusic #billboard #cb #drake #JustinBieber #DojaCat #cardi #KylieJenner #hiphophead #spotify #playlist #Trending #song #ArtistOnTwitter #MetGala2022 #tiktok

Watch full👉👉 https://t.co/XZJWOmrY8W https://t.co/0tHV3iNJKY",2022-05-04 11:37:16,0,0
9,1521814809427070976,10velyshome,1,"Check out Ten’s new song “Birthday”
#HotTrendingSongs #musi #video #musicvideo #newmusic #hiphop #applemusic #billboard #hiphophead #radio #spotify #playlist #uk #Trending #singer #song #hustle #ArtistOnTwitter 

Watch full👉👉 https://t.co/EOyJGjXRT9 https://t.co/AlnI1yFIHN",2022-05-04 11:31:39,0,0
10,1521813468155826176,The_TunesClub,669,"With a hattrick of wins, The Kid Laroi led from start to finish as the APRA Music Awards returned to Melbourne on Tuesday night (May 3).

#KidLaroi 

Source: #Billboard https://t.co/E48WtaUe15",2022-05-04 11:26:19,1,0
11,1521808315231182850,R. D.,539,"Moving company specializing in packing up babies for safe transport (LOL),  #Billboards #Billboard #Movingcompany #Baby #Ad #Advertisement #Advertising https://t.co/bkDRfBEoQc",2022-05-04 11:05:50,0,0
12,1521807639813885953,The_TunesClub,669,"Post Malone is going to be a dad — and “now they always say congratulations!”

#PostMalone 

Source: #Billboard https://t.co/UIAwCZ8gsG",2022-05-04 11:03:09,1,0
13,1521805996896661504,わたなべゆう,2612,"『初恋 with 佐藤竹善』Live at Billboard Live Osaka https://t.co/Et1AZ20lmZ @YouTubeより

#わたなべゆう
#佐藤竹善
#Billboard",2022-05-04 10:56:38,39,10
14,1521804916544712707,Katyusha 🇬🇷 Z 🇷🇺,284,"Ο τραγουδιστής των #MouthMax #Barskikh από την #Ουκρανία υποσχέθηκε να πολεμήσει και τράβηξε πολλές φωτογραφίες με όπλα και με στολή.  
Κάλεσε εθελοντές να πεθάνουν  από ρωσικά πυρά  και ο ίδιος πήγε στο #ΛαςΒέγκας για να εμφανιστεί σε ένα πάρτι του #Billboard https://t.co/EY6XAYL8Q6",2022-05-04 10:52:20,11,4
15,1521804323633651713,Melina,76,I am so excited!! Congrats to Austin &amp; his gf!  He will be such an amazing dad!! Congrats @rriproarin on being the coolest grandpa ever! I wanna see some cute Posty baby crocs!! @Crocs @PostMalone #TwelveCaratToothache #postmalonebaby #babyposty #postmalone #tmz #billboard https://t.co/UDOOyMFOiU,2022-05-04 10:49:59,0,0
