,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1523293856846221321,Funky Paradise,316,ON Diva Funk : Alfie Silas - You Put The L In Love https://t.co/OBdDNsboTI #NOWPLAYING #FUNK #RADIO #WEB,2022-05-08 13:28:51,0,0
1,1523293843109515264,SUN Now Play 📻,488,♫ Nick Pride - Waitin'so Long (2020) #RecordKicks https://t.co/wYS8rT7pSK #NowPlaying https://t.co/MGNS6dHv5u,2022-05-08 13:28:48,0,0
2,1523293841620860929,ななし,288,イフ ／ 初音ミク https://t.co/nmoaKeo9y6 #sm40435671 #nowplaying #nicobox,2022-05-08 13:28:47,0,0
3,1523293837778915330,こーたろー♪ 5/11 尾崎世界観初歌詞集『私語と』刊行記念オンライントークイベント,2241,"#Nowplaying いなくていい人 - たま (いなくていい人)

#たま
#知久寿焼
#割礼 #宍戸幸司
 https://t.co/RZDiIF41Yb https://t.co/NAcFD3o68G",2022-05-08 13:28:47,0,0
4,1523293832804470786,シュランP,45,#Nowplaying Redundant - グリーン・デイ (Nimrod) https://t.co/PnRUk7MrHN,2022-05-08 13:28:45,0,0
5,1523293831760052231,W3Radiotv,1246,#NowPlaying _ 2020-.mp3 by Old Navy Commercial Back to School_https://t.co/f0pyUud3iR,2022-05-08 13:28:45,0,0
6,1523293827225686017,EL BLOKE RADIO 👁,5240,#NowPlaying Wisin Ft. Chencho Corleone - Mari Mari En https://t.co/OhxjVeYtex #elblokeradio,2022-05-08 13:28:44,0,0
7,1523293825401487361,𝑰隕𝑻糖𝑪址,200,"#Nowplaying ARMAGEΔDON (haru_naba Remix) - BlackY (GABRiELLA)
これかなりすき https://t.co/oqKLqJ9YoD",2022-05-08 13:28:44,0,0
8,1523293807898284032,J1 HD Southern California,30,J1 HD: #NowPlaying Salovers - Senkyaku Banrai (千客万来) ~ 4 online listeners ~ also 99.1 HD3 #SoCal #JPOP,2022-05-08 13:28:39,0,0
9,1523293802781286402,へり,177,L・O・B・M by IM@S ALLSTARS++ #NowPlaying,2022-05-08 13:28:38,0,0
10,1523293802210885632,J Radio Banjarmasin,17533,#NOWPLAYING - Sekali Ini Saja - @mynameisrossa  | #StayHealthy and Keep Tuning on #JRadio917fm | #SundayRomance,2022-05-08 13:28:38,0,0
11,1523293798050140160,𝓝𝓪𝓬𝓱𝓽,199,"graphite/diamond by May'n #NowPlaying

来週の予習 https://t.co/eiDI36vsEo",2022-05-08 13:28:37,0,0
12,1523293793898070017,Radio ITALOPOWER!,278,#NowPlaying Laroche Valmont - T'as Le Look Coco | Radio ITALOPOWER! | https://t.co/gt2r9cbm7i,2022-05-08 13:28:36,0,0
13,1523293792953978882,Keep the faith Internet radio,356,#NowPlaying Make Sure (You Have Someone Who Loves You) by The Dells on Keep The Faith Internet Radio,2022-05-08 13:28:36,0,0
14,1523293743721287680,NeoPlaylist,763,#nowplaying #radioneo #BALTHAZAR - ON A ROLL https://t.co/sYzWvVGdT6,2022-05-08 13:28:24,0,0
15,1523293737098510336,頌馬@ビーバー7/5東京国際フォーラム待機中,1194,#Nowplaying  アルバム  THE REBORN SONGS~LEGEND~/タケカワユキヒデ https://t.co/FrTIbYNiHz,2022-05-08 13:28:23,0,0
16,1523293731155156993,Womenincharg3,710,#NowPlaying Jenny Leigh Miller - American Heart :: Tune In: https://t.co/HoVt1pCvjY,2022-05-08 13:28:21,0,0
17,1523293725589340160,WPB Radio,3689,#NowPlaying That's The Time by Fourplayhttps://www.wpbradio.com/,2022-05-08 13:28:20,0,0
18,1523293723114704896,SoulProsper Media,1130,"#NowPlaying Yemi Alafifuni - Dance for Love For more of the REST of the best in gospel music, listen at https://t.co/po2sIaq69R https://t.co/WxkHo6cY0u",2022-05-08 13:28:19,0,0
19,1523293722762711042,KOI存@NANIMONOにも成れないよ,214,"【オリジナル曲】『嫌いだ』可不(KAFU) https://t.co/orMxQILtLH #sm40323386 #nowplaying #nicobox
Cメロの歌詞が好きすぎます",2022-05-08 13:28:19,0,0
20,1523293718492909568,Fresh Radio,3999,#nowplaying Money Boss Players - Crap Game (Dirty) on #FreshRadio https://t.co/fjS6MdolD3 Got/Need Records? @freshtopiaVA,2022-05-08 13:28:18,0,0
21,1523293712167489536,Hening Malam,51,"(opening) #NowPlaying 
Thormesis²⁰²²
Rothenburg Ob Der Tauber🇩🇪#PaganMetal  #blackmetal
https://t.co/K8O1vhDHL6 https://t.co/7i1cTjVEDM",2022-05-08 13:28:17,0,0
22,1523293705138208768,💈KxNG_KOOPA613💈,1541,"Thank You!!!
#NOWPLAYING 
#SoulfulSundays https://t.co/TpmOlvXgBV",2022-05-08 13:28:15,0,0
23,1523293697089196033,🇨🇦Harvey,335,Innocent Child [April 2022] by aktvlln @BeatStars https://t.co/rpOKDGOyKx #NowPlaying #NP #Toronto #aktvlln...,2022-05-08 13:28:13,0,0
24,1523293694841192450,Fresh Radio,3999,#nowplaying #stationID K-Ville (VA) - Rep VA to the fullest on #FreshRadio https://t.co/fjS6MdolD3 Got/Need Records? @freshtopiaVA,2022-05-08 13:28:12,0,0
25,1523293685126893568,Marko Poola,48,"#nowplaying DJ QUE presents ""Love Your Soul, Nmn - 1."" at https://t.co/UaUsGv7kTH",2022-05-08 13:28:10,0,0
26,1523293665401389056,rpmradio,31,#NowPlaying Adam Peterson  - Don't Let Me Go at https://t.co/JNfC3OuSny https://t.co/iGnzkTyU6o,2022-05-08 13:28:05,0,0
27,1523293665271025664,ShowAgenten Radio,8346,"#NowPlaying James Brown - It's A Man's Man's Man's World
https://t.co/StilojFMOk https://t.co/8ZNUth6AWL",2022-05-08 13:28:05,0,0
28,1523293663165485056,Bennie James,88,#NowPlaying Jason Anderson - Soul Ascension #48,2022-05-08 13:28:05,0,0
29,1523293661660053504,DJ Saman K,70982,#NowPlaying i gat the mojo by Drem tgi /@dremtgi ft /@Drizzy [https://t.co/l4VwnqHphS] listen now {https://t.co/U0PUtpcx32} #dremtgi #dremstuff,2022-05-08 13:28:05,0,0
30,1523293660711817216,Cruz Inc Radio 102.8,2258,#NowPlaying AR Base - Not Forgotten https://t.co/aKklBWNISj,2022-05-08 13:28:04,0,0
31,1523293657620959233,BDEMUSICNETWORK,479,#NowPlaying Fantasia - Baby Mama,2022-05-08 13:28:04,0,0
32,1523293654806261761,PerfectMoods Radio,280,#NowPlaying Jedi 5 - If You're Not A Student You Really Shouldn't Be Touching That PerfectMoods | #Lounge #Webradio #chillout #dutchradio,2022-05-08 13:28:03,0,0
33,1523293654214918145,7,267,"#NowPlaying ""Hold That Heat (feat. Travis Scott)"" by Southside, Future, Travis Scott on @TIDAL 

 https://t.co/2KwoUpCkZt",2022-05-08 13:28:03,0,0
34,1523293649278500864,Lonely Oak radio,44059,"#Nowplaying: Cabela and Schmitt @CabelaSchmitt - Be Like You, -#LonelyOakradio- Rock with us",2022-05-08 13:28:02,0,0
35,1523293646203678720,なうぷれRRR,176,"すき
#nowplaying ZIGI / じん【Official MV】 https://t.co/nmvDZejbqR #sm40421766",2022-05-08 13:28:01,1,0
36,1523293619947417602,red,2,#nowplaying You 44.1kHz/16bit by Wrenn on #onkyo #hfplayer https://t.co/fbJESvjNhX,2022-05-08 13:27:55,0,0
37,1523293616978145280,OTAKU-ver.2022-,130,"#NowPlaying crescendo - fripSide
ｱｯｱｯ https://t.co/xMX4SJbojW",2022-05-08 13:27:54,0,0
38,1523293615727857665,Raw Truth Radio,208,#NowPlaying I Hate U by Sza,2022-05-08 13:27:54,0,0
39,1523293612431527936,SUCKER FREE RADIO ®,3949,"#NowPlaying: ""Jane 3"" by EPMD , Business as Usual (1990). https://t.co/sxXSw8TPbs",2022-05-08 13:27:53,0,0
40,1523293605527400448,soar,121,"#nowplaying Under Your Scars by ゴッドスマック
https://t.co/HUptAIGrmW
こういう、こういう感じのメロディと盛り上がり方の曲が私とてもとても好き　また素敵なものに出会ってしまったよ…；；",2022-05-08 13:27:51,0,0
41,1523293603606704128,てっぺい@あなたがМなら、わたしはドМ,265,#NowPlaying The♡World's♡End - 堀江由衣 (ワールドエンドの庭) https://t.co/G4GuRAhUeV,2022-05-08 13:27:51,0,0
42,1523293599181332608,J1 HITS 令和 - Japan's Hottest Hits,620,J1 HITS: [23:27] #NowPlaying Ryukku to Sione Gohan (リュックと添い寝ごはん) - Tokyo Shoujo (東京少女) ~ 72 listeners #JPOP,2022-05-08 13:27:50,0,0
43,1523293586183561218,BN4IA,1228,#NowPlaying 10 Years - Novacaine on @BN4IA #radio #LasVegas... Tune In Here! ➔ https://t.co/gIRAwkECxn,2022-05-08 13:27:47,0,0
