,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1521151054737461250,The Glam'More Life,2,#NowPlaying Jennifer Lopez feat. Iggy Azalea - Booty [feat. Iggy Azalea] https://t.co/NZfnOINtiy,2022-05-02 15:34:07,0,0
1,1521151052699025411,ROMAIN cyrille FAURE,12,#NowPlaying 213-garnet_silk-garnet_silk-spread_the_love-jah,2022-05-02 15:34:07,0,0
2,1521151051856064677,FM 80 FUNKY MUSIC ★ fm80.fr 🇺🇦,268,"► MICHAEL MCDONALD - Sweet Freedom on  https://t.co/GzXTob8ZO4 
#NowPlaying #Live #Onair #Disco #Funk #Soul #Hits #80s #Funky #Groove #Groovy #Music #Internet #Radio #InternetRadio #OnlineRadio #Webradio #Cannes #France #Listen #Listennow #Followus #Donate #SupportUkraine https://t.co/br6vaDG9nh",2022-05-02 15:34:07,0,0
3,1521151051130355713,Moral Compass,4999,"#NowPlaying Peter - Op de koffie bij Peter, maandag 2 mei",2022-05-02 15:34:06,0,0
4,1521151051046563841,BBU GLOBAL,23,#NowPlaying cash https://t.co/h9cK9BOg0e,2022-05-02 15:34:06,0,0
5,1521151050350272514,RadioTikatiBoxMusic,52,"#NowPlaying Mounir Troudi - Rakeb 3al Hamra

Click link to Listen:
https://t.co/86AAzq4Oso

Dégustez la Musique...",2022-05-02 15:34:06,0,0
6,1521151049121382400,Paris Chanson,13,"#NowPlaying Jardin d'hiver - Henri Salvador 
Paris Chanson - From France, with love. Listen on your mobile, your smart TV, Radioline, TuneIn... and at https://t.co/t8JD28zVOz https://t.co/EKoBFncEjL",2022-05-02 15:34:06,0,0
7,1521151048601292802,KCOR Digital Network,2797,@KCORRadio KCOR Digital Radio - Non Stop Music 2 #KCOR  #NowPlaying #LasVegas #Radio #NewMusic #TalkRadio https://t.co/vsRsA2AEkb,2022-05-02 15:34:06,0,0
8,1521151048576114693,La Poderosa 360 ​Radio TV Digital,15,#NowPlaying La Cuna Blanca  Sammy Marrero,2022-05-02 15:34:06,0,0
9,1521151047519068163,TRACK_05 / RECORDS_05 / STUD.IO_05,78,"#NowPlaying : MLKWAV - MOJO SOUND en direct sur #TRACK05FM !

Restez connecté.e.s sur nos ondes et ne loupez aucune actu sur
https://t.co/Qi6zChe6mu ! https://t.co/Hj0FU7YI0z",2022-05-02 15:34:06,0,0
