,ID,User,Follower Count,Tweet,Created At,Favourite Count,Retweet Count
0,1523282125268656130,Christian,9299,"El 8 de mayo de 2020, 2 años atrás, Hayley Williams lanzaba el álbum ""Petals For Armor"".

📚Primera mujer en la historia en llegar al #1 del Top Rock Albums chart #Billboard como solista y con un grupo (#PARAMORE ).
🎧 #Simmer #DeadHorse https://t.co/oJdql3Sqw4",2022-05-08 12:42:14,14,2
1,1523282008973004800,Nisseboxx,47,"THE CARS' NEW ALBUM CANDY-O

#Billboard -June 23, 1979
#ad #reklam #Vargas https://t.co/wuDWvRgejX",2022-05-08 12:41:46,0,0
2,1523267806128898049,Match Ad Location,574,"#Billboard Jl. Gubeng Pojok no. 17C, Surabaya Pusat
-
#matchadvertising #matchadlocation #reklameindonesia #oohadsindonesia #wiklanindonesia #blinkzap #showusid #reklameSurabaya  #advertisingSurabaya #BillboardSurabaya
-
https://t.co/kBc8ZajN7Y",2022-05-08 11:45:20,0,0
3,1523250733772324865,NFT_Sandwich,178,"Decided to tap into my creative juices and boom, I created this lovely video for @localweather
I hope you like it @DangeRussWilson @ajv @SeanNFT @DarkStarNFT @babi_nft @Corso52
#NFTs #LocalWeather #Billboard https://t.co/XPHt1vNYVE",2022-05-08 10:37:30,9,3
4,1523248531724595205,なお＠ＫＳＤＤ（かすでーでー）,2048,"今日もBillboard(*`･ω･´)
良かった( ˃ ⌑ ˂ഃ )

#Billboard
#小比類巻かほる
#シティハンター
#あぶない刑事 https://t.co/WG7BecY5Nk",2022-05-08 10:28:45,2,1
5,1523247694134734850,しぃー🦭ᵖʳᵒᵒᶠ,36,"ふと思ったんだけど今年のBillboard何歌うんだろ??流石に新曲はまだ歌わないだろうだろうし…🤔
あと、何日に出国かは分からないけどまたバンタンと時差が生まれちゃうのちょっと悲しいな🥹韓国と時差があるところに住んでる海外アミさんいつも凄いなぁ…(しんみり)
 #BTS #방탄소년단 #Billboard https://t.co/uq51uOObkz",2022-05-08 10:25:25,0,0
6,1523246949792501761,Shiv Singh,22,"The former President of @billboard, @Jholguin, has joined @doodles as the Ceo.

#Doodles #web3 #NFTs #Billboard #news https://t.co/RVH574NxFc",2022-05-08 10:22:28,4,0
7,1523242763063488512,DDP Outdoor Ltd,15,"Happy mother's day!

#mothersday #motherslove #happymothersday #accraghana #led #ledadvertising #accrabusiness #outdooradvertisingagency #ddp #ddpoutdoor #billboard https://t.co/G2KbMNRl7i",2022-05-08 10:05:49,0,0
8,1523236651337756673,BestOnTop Radio,54,NowPlaying Post Malone Featuring Ty Dolla $ign%0A - #Billboard Hot 100 Psycho https://t.co/x7vGdQz5lf 09:40,2022-05-08 09:41:32,0,0
9,1523236099568533505,djcybmusic,22,"Billboard Hot 100 

https://t.co/t5Fu4JRf6r

#BillboardNews #billboard #mtv #Spotify #NowPlaying",2022-05-08 09:39:21,0,0
